,Date,FTSE 100,FTSE 250,FTSE 350,FTSE SmallCap,FTSE AllShare,FTSE Fledgling,FTSE AllSmall,FTSE AIM UK 50 Index,FTSE AIM 100 INDEX,FTSE AIM All-Share
,26/10/2000,"6,302.32","6,549.72","3,077.49","3,253.98","3,018.36","2,211.87","1,943.31",,,"1,613.60"
,27/10/2000,"6,366.55","6,568.67","3,105.76","3,269.18","3,045.53","2,214.64","1,951.06",,,"1,628.01"
,30/10/2000,"6,388.40","6,589.54","3,116.31","3,270.64","3,055.50","2,219.13","1,952.54",,,"1,626.07"
,31/10/2000,"6,438.42","6,629.32","3,139.95","3,283.38","3,078.21","2,225.61","1,959.77",,,"1,627.02"
,01/11/2000,"6,457.61","6,683.07","3,151.50","3,313.05","3,090.22","2,235.07","1,975.61",,,"1,636.05"
,02/11/2000,"6,392.01","6,712.68","3,125.80","3,324.41","3,066.49","2,248.76","1,983.44",,,"1,641.55"
,03/11/2000,"6,385.44","6,749.21","3,125.39","3,334.62","3,066.50","2,261.18","1,990.50",,,"1,643.95"
,06/11/2000,"6,430.99","6,826.80","3,149.59","3,349.28","3,089.81","2,272.91","1,999.56",,,"1,649.68"
,07/11/2000,"6,466.91","6,805.11","3,163.31","3,354.53","3,102.91","2,279.87","2,003.29",,,"1,649.05"
,08/11/2000,"6,477.37","6,813.37","3,168.25","3,359.90","3,107.76","2,288.32","2,007.34",,,"1,650.02"
,09/11/2000,"6,442.19","6,787.95","3,151.79","3,347.55","3,091.82","2,280.54","2,000.08",,,"1,640.18"
,10/11/2000,"6,400.22","6,736.17","3,130.78","3,337.23","3,071.66","2,269.38","1,993.18",,,"1,633.14"
,13/11/2000,"6,274.82","6,629.07","3,071.02","3,303.57","3,014.18","2,242.82","1,972.43",,,"1,618.21"
,14/11/2000,"6,412.85","6,698.20","3,133.68","3,316.33","3,073.58","2,254.10","1,980.51",,,"1,627.59"
,15/11/2000,"6,432.29","6,719.94","3,143.27","3,324.07","3,082.89","2,258.09","1,984.91",,,"1,632.33"
,16/11/2000,"6,430.44","6,717.82","3,142.35","3,321.08","3,081.92","2,260.94","1,983.98",,,"1,626.81"
,17/11/2000,"6,440.10","6,713.58","3,146.16","3,321.31","3,085.50","2,259.99","1,983.92",,,"1,623.03"
,20/11/2000,"6,344.98","6,664.13","3,102.86","3,309.91","3,044.36","2,256.13","1,977.80",,,"1,599.73"
,21/11/2000,"6,382.15","6,641.17","3,117.08","3,293.10","3,057.08","2,242.18","1,967.32",,,"1,584.82"
,22/11/2000,"6,221.36","6,551.73","3,043.53","3,270.11","2,987.03","2,220.47","1,952.52",,,"1,554.62"
,23/11/2000,"6,287.26","6,545.01","3,070.90","3,267.64","3,012.68","2,213.69","1,950.15",,,"1,547.91"
,24/11/2000,"6,327.55","6,561.00","3,088.92","3,265.56","3,029.55","2,210.69","1,948.63",,,"1,552.37"
,27/11/2000,"6,374.69","6,587.18","3,110.48","3,284.36","3,050.55","2,220.33","1,959.31",,,"1,557.75"
,28/11/2000,"6,249.80","6,514.80","3,053.16","3,264.71","2,995.89","2,206.33","1,947.46",,,"1,519.75"
,29/11/2000,"6,164.88","6,479.61","3,015.09","3,229.81","2,958.75","2,182.42","1,926.58",,,"1,488.81"
,30/11/2000,"6,142.19","6,419.91","3,001.70","3,200.77","2,945.06","2,166.51","1,909.91",,,"1,461.18"
,01/12/2000,"6,170.42","6,463.05","3,016.37","3,228.44","2,959.90","2,176.93","1,924.97",,,"1,467.57"
,04/12/2000,"6,158.67","6,437.64","3,009.78","3,224.94","2,953.58","2,178.11","1,923.50",,,"1,460.76"
,05/12/2000,"6,298.98","6,501.94","3,073.09","3,249.68","3,014.07","2,197.98","1,938.82",,,"1,471.15"
,06/12/2000,"6,273.32","6,534.71","3,064.36","3,281.76","3,007.07","2,219.67","1,957.96",,,"1,485.20"
,07/12/2000,"6,231.37","6,469.41","3,042.49","3,254.59","2,985.47","2,214.00","1,943.98",,,"1,475.41"
,08/12/2000,"6,288.33","6,514.94","3,069.43","3,266.59","3,011.27","2,226.78","1,951.96",,,"1,483.41"
,11/12/2000,"6,370.35","6,545.58","3,106.00","3,273.88","3,045.96","2,242.32","1,958.18",,,"1,495.15"
,12/12/2000,"6,390.41","6,546.62","3,114.54","3,253.36","3,053.22","2,254.24","1,950.51",,,"1,493.28"
,13/12/2000,"6,402.96","6,523.15","3,118.34","3,249.12","3,056.64","2,263.27","1,950.08",,,"1,498.18"
,14/12/2000,"6,263.81","6,462.43","3,055.73","3,232.16","2,997.08","2,268.93","1,942.99",,,"1,493.68"
,15/12/2000,"6,175.81","6,431.36","3,016.60","3,203.48","2,959.18","2,271.08","1,929.70",,,"1,475.03"
,18/12/2000,"6,246.48","6,470.29","3,048.97","3,203.00","2,989.58","2,273.37","1,929.85",,,"1,471.11"
,19/12/2000,"6,294.98","6,480.46","3,070.15","3,191.18","3,009.03","2,267.79","1,923.20",,,"1,462.04"
,20/12/2000,"6,176.71","6,437.80","3,017.39","3,165.82","2,958.46","2,259.43","1,909.55",,,"1,441.27"
,21/12/2000,"6,115.48","6,423.06","2,990.53","3,140.36","2,932.23","2,248.05","1,895.34",,,"1,421.98"
,22/12/2000,"6,097.53","6,456.11","2,984.98","3,151.29","2,927.44","2,255.66","1,901.90",,,"1,423.78"
,27/12/2000,"6,218.17","6,487.23","3,038.11","3,158.02","2,977.65","2,258.66","1,905.65",,,"1,429.46"
,28/12/2000,"6,223.22","6,513.31","3,041.86","3,171.43","2,981.69","2,261.36","1,912.57",,,"1,435.52"
,29/12/2000,"6,222.46","6,547.51","3,043.63","3,183.26","2,983.81","2,266.16","1,919.09",,,"1,437.76"
,02/01/2001,"6,174.74","6,531.14","3,022.36","3,179.98","2,963.67","2,264.93","1,917.30",,,"1,449.19"
,03/01/2001,"6,039.89","6,464.80","2,961.01","3,139.72","2,904.44","2,248.63","1,895.13",,,"1,424.22"
,04/01/2001,"6,185.62","6,580.31","3,029.98","3,177.08","2,970.73","2,268.21","1,916.47",,,"1,439.01"
,05/01/2001,"6,198.09","6,589.08","3,035.82","3,174.64","2,976.13","2,276.25","1,916.65",,,"1,437.46"
,08/01/2001,"6,149.60","6,581.99","3,014.78","3,169.49","2,956.15","2,277.71","1,914.42",,,"1,430.44"
,09/01/2001,"6,088.14","6,592.77","2,989.32","3,181.40","2,932.65","2,279.77","1,920.50",,,"1,419.05"
,10/01/2001,"6,059.86","6,597.88","2,977.62","3,183.50","2,921.72","2,278.31","1,921.26",,,"1,418.08"
,11/01/2001,"6,114.89","6,564.20","2,998.94","3,191.40","2,942.08","2,279.89","1,925.32",,,"1,424.60"
,12/01/2001,"6,165.53","6,601.43","3,022.73","3,209.72","2,965.16","2,293.02","1,936.38",,,"1,431.60"
,15/01/2001,"6,170.30","6,608.06","3,025.17","3,219.96","2,967.83","2,306.80","1,943.68",,,"1,432.97"
,16/01/2001,"6,083.29","6,582.32","2,986.62","3,218.36","2,931.49","2,308.36","1,943.18",,,"1,428.80"
,17/01/2001,"6,197.36","6,651.58","3,039.32","3,242.23","2,981.98","2,319.30","1,956.53",,,"1,430.46"
,18/01/2001,"6,209.87","6,664.90","3,045.45","3,257.01","2,988.31","2,321.07","1,963.92",,,"1,431.41"
,19/01/2001,"6,209.32","6,711.93","3,048.08","3,291.04","2,992.06","2,336.45","1,982.90",,,"1,442.21"
,22/01/2001,"6,231.98","6,701.36","3,057.07","3,299.95","3,000.85","2,342.80","1,988.27",,,"1,448.51"
,23/01/2001,"6,214.66","6,676.51","3,048.19","3,304.00","2,992.64","2,344.80","1,990.56",,,"1,451.35"
,24/01/2001,"6,264.36","6,713.79","3,071.58","3,322.84","3,015.37","2,351.14","2,000.69",,,"1,450.30"
,25/01/2001,"6,255.63","6,739.64","3,069.45","3,324.16","3,013.41","2,354.61","2,001.92",,,"1,451.93"
,26/01/2001,"6,294.34","6,716.13","3,084.47","3,313.56","3,027.15","2,354.86","1,996.89",,,"1,449.65"
,29/01/2001,"6,316.98","6,725.16","3,094.64","3,320.04","3,036.96","2,360.38","2,000.95",,,"1,448.25"
,30/01/2001,"6,334.53","6,751.12","3,103.68","3,322.02","3,045.55","2,367.18","2,003.09",,,"1,449.46"
,31/01/2001,"6,297.53","6,735.90","3,087.03","3,326.82","3,030.05","2,377.25","2,007.14",,,"1,449.58"
,01/02/2001,"6,251.83","6,742.34","3,068.00","3,319.78","3,011.88","2,373.88","2,003.18",,,"1,445.58"
,02/02/2001,"6,256.43","6,757.50","3,070.88","3,315.28","3,014.42","2,379.77","2,002.06",,,"1,448.32"
,05/02/2001,"6,269.21","6,746.83","3,075.67","3,309.56","3,018.72","2,377.03","1,998.85",,,"1,441.38"
,06/02/2001,"6,293.43","6,772.90","3,087.56","3,320.67","3,030.32","2,381.99","2,005.02",,,"1,440.86"
,07/02/2001,"6,225.65","6,763.35","3,058.13","3,320.28","3,002.60","2,382.08","2,004.85",,,"1,440.60"
,08/02/2001,"6,206.10","6,788.29","3,051.32","3,324.47","2,996.34","2,381.95","2,006.84",,,"1,441.51"
,09/02/2001,"6,164.25","6,757.48","3,031.65","3,316.80","2,977.54","2,381.21","2,003.04",,,"1,440.03"
,12/02/2001,"6,241.38","6,769.13","3,065.18","3,310.57","3,008.89","2,381.64","2,000.14",,,"1,439.04"
,13/02/2001,"6,228.49","6,774.96","3,060.05","3,306.87","3,003.92","2,383.79","1,998.76",,,"1,432.77"
,14/02/2001,"6,176.22","6,747.49","3,036.14","3,279.69","2,980.40","2,370.44","1,983.44",,,"1,418.39"
,15/02/2001,"6,197.89","6,751.77","3,045.62","3,283.76","2,989.48","2,371.69","1,985.60",,,"1,417.54"
,16/02/2001,"6,088.28","6,719.21","2,997.01","3,263.52","2,942.94","2,364.87","1,974.74",,,"1,410.28"
,19/02/2001,"6,093.95","6,716.79","2,999.28","3,259.29","2,944.93","2,361.92","1,972.21",,,"1,403.76"
,20/02/2001,"5,980.12","6,700.19","2,949.84","3,260.22","2,898.38","2,359.40","1,972.20",,,"1,398.77"
,21/02/2001,"5,972.35","6,667.58","2,944.56","3,221.76","2,892.00","2,342.70","1,950.90",,,"1,375.17"
,22/02/2001,"6,003.13","6,639.38","2,955.95","3,199.40","2,901.92","2,321.97","1,936.58",,,"1,360.84"
,23/02/2001,"5,943.69","6,625.63","2,929.83","3,188.08","2,876.89","2,318.29","1,930.52",,,"1,355.46"
,26/02/2001,"5,916.75","6,640.59","2,919.27","3,192.58","2,867.10","2,319.95","1,932.96",,,"1,343.04"
,27/02/2001,"5,941.21","6,680.50","2,932.09","3,201.97","2,879.53","2,316.71","1,936.87",,,"1,347.78"
,28/02/2001,"5,917.88","6,649.49","2,920.29","3,190.88","2,868.00","2,312.23","1,930.79",,,"1,335.26"
,01/03/2001,"5,908.59","6,606.08","2,913.71","3,170.87","2,861.07","2,291.02","1,917.50",,,"1,320.22"
,02/03/2001,"5,858.56","6,583.45","2,891.05","3,156.42","2,839.20","2,280.19","1,908.69",,,"1,316.43"
,05/03/2001,"5,931.29","6,588.56","2,922.31","3,158.52","2,868.74","2,281.83","1,909.99",,,"1,311.85"
,06/03/2001,"6,012.02","6,622.00","2,958.69","3,185.83","2,904.02","2,295.61","1,925.44",,,"1,316.89"
,07/03/2001,"6,001.81","6,628.62","2,954.74","3,190.46","2,900.47","2,297.63","1,928.00",,,"1,320.57"
,08/03/2001,"6,003.17","6,613.59","2,954.41","3,174.59","2,899.58","2,301.24","1,921.09",,,"1,319.30"
,09/03/2001,"5,917.27","6,576.63","2,915.62","3,144.80","2,861.94","2,296.77","1,906.12",,,"1,309.81"
,12/03/2001,"5,826.52","6,482.96","2,871.35","3,093.38","2,818.35","2,273.69","1,877.54",,,"1,295.52"
,13/03/2001,"5,720.74","6,377.81","2,819.97","3,026.95","2,767.52","2,220.48","1,836.44",,,"1,248.49"
,14/03/2001,"5,625.95","6,253.53","2,772.13","2,990.67","2,721.11","2,189.30","1,813.61",,,"1,229.92"
,15/03/2001,"5,729.22","6,304.31","2,819.16","3,002.03","2,765.87","2,192.28","1,819.53",,,"1,230.80"
,16/03/2001,"5,562.83","6,258.32","2,745.55","2,994.91","2,696.19","2,185.40","1,814.92",,,"1,227.90"
,19/03/2001,"5,551.55","6,219.43","2,738.40","2,975.87","2,688.78","2,172.14","1,803.49",,,"1,217.68"
,20/03/2001,"5,646.80","6,218.89","2,778.93","2,979.85","2,727.15","2,168.88","1,804.79",,,"1,219.76"
,21/03/2001,"5,540.74","6,104.19","2,726.86","2,931.38","2,676.31","2,134.79","1,775.65",,,"1,191.51"
,22/03/2001,"5,314.75","5,929.75","2,620.13","2,859.34","2,573.07","2,084.50","1,732.40",,,"1,162.99"
,23/03/2001,"5,402.33","5,943.83","2,658.27","2,869.14","2,609.40","2,091.39","1,738.30",,,"1,169.85"
,26/03/2001,"5,576.60","6,000.15","2,735.87","2,889.13","2,683.31","2,105.78","1,750.37",,,"1,173.94"
,27/03/2001,"5,728.13","6,051.97","2,803.51","2,899.02","2,747.46","2,110.10","1,755.85",,,"1,179.27"
,28/03/2001,"5,614.01","6,053.86","2,755.03","2,889.15","2,701.38","2,106.95","1,750.59",,,"1,182.84"
,29/03/2001,"5,588.42","6,070.63","2,745.15","2,871.88","2,691.44","2,101.35","1,741.39",,,"1,173.85"
,30/03/2001,"5,633.73","6,094.66","2,765.89","2,883.04","2,711.40","2,104.56","1,747.26",,,"1,171.86"
,02/04/2001,"5,618.47","6,106.92","2,760.13","2,884.76","2,706.03","2,105.26","1,748.21",,,"1,175.50"
,03/04/2001,"5,463.13","6,016.44","2,688.53","2,829.83","2,636.55","2,083.80","1,718.26",,,"1,153.43"
,04/04/2001,"5,535.72","5,984.84","2,717.54","2,794.94","2,662.67","2,061.23","1,697.63",,,"1,130.20"
,05/04/2001,"5,621.77","6,048.60","2,758.02","2,831.14","2,702.14","2,068.08","1,716.06",,,"1,137.81"
,06/04/2001,"5,601.46","6,051.56","2,749.55","2,838.59","2,694.42","2,078.34","1,721.44",,,"1,146.64"
,09/04/2001,"5,663.30","6,043.25","2,775.38","2,822.66","2,718.22","2,078.04","1,713.82",,,"1,144.12"
,10/04/2001,"5,803.00","6,109.45","2,838.92","2,842.39","2,778.85","2,087.27","1,724.85",,,"1,144.99"
,11/04/2001,"5,788.07","6,146.56","2,834.76","2,869.79","2,775.90","2,100.24","1,740.19",,,"1,147.68"
,12/04/2001,"5,766.62","6,148.44","2,825.72","2,883.29","2,767.85","2,108.37","1,748.06",,,"1,149.27"
,17/04/2001,"5,761.08","6,141.00","2,822.91","2,877.66","2,765.00","2,109.08","1,745.51",,,"1,146.22"
,18/04/2001,"5,890.20","6,206.91","2,881.91","2,920.53","2,822.18","2,128.86","1,769.43",,,"1,155.02"
,19/04/2001,"5,871.63","6,249.77","2,876.54","2,950.97","2,818.19","2,148.43","1,787.40",,,"1,164.24"
,20/04/2001,"5,879.83","6,312.82","2,883.79","2,971.33","2,825.75","2,158.13","1,798.81",,,"1,173.96"
,23/04/2001,"5,871.28","6,311.43","2,880.06","2,972.21","2,822.26","2,163.93","1,800.27",,,"1,176.66"
,24/04/2001,"5,840.28","6,317.01","2,867.17","2,978.97","2,810.33","2,168.63","1,804.33",,,"1,178.59"
,25/04/2001,"5,827.47","6,308.61","2,861.20","2,980.32","2,804.76","2,170.43","1,805.29",,,"1,181.17"
,26/04/2001,"5,868.32","6,309.25","2,878.66","2,995.10","2,821.75","2,176.65","1,813.43",,,"1,189.66"
,27/04/2001,"5,951.39","6,342.09","2,916.06","3,016.76","2,857.79","2,184.42","1,825.11",,,"1,194.35"
,30/04/2001,"5,966.95","6,409.15","2,926.68","3,051.40","2,869.04","2,198.19","1,844.03",,,"1,202.95"
,01/05/2001,"5,928.02","6,405.59","2,909.87","3,062.28","2,853.56","2,208.06","1,850.97",,,"1,203.25"
,02/05/2001,"5,904.20","6,429.14","2,901.10","3,083.64","2,846.05","2,227.93","1,864.69",,,"1,211.83"
,03/05/2001,"5,765.81","6,418.02","2,841.41","3,078.06","2,789.53","2,226.42","1,861.77",,,"1,214.05"
,04/05/2001,"5,870.29","6,445.62","2,887.62","3,078.09","2,833.13","2,230.52","1,862.52",,,"1,214.84"
,08/05/2001,"5,886.40","6,495.35","2,897.45","3,089.02","2,842.79","2,239.14","1,869.26",,,"1,217.62"
,09/05/2001,"5,893.67","6,480.28","2,899.66","3,080.65","2,844.58","2,237.87","1,865.05",,,"1,216.96"
,10/05/2001,"5,963.99","6,520.56","2,932.06","3,089.43","2,875.47","2,248.32","1,871.10",,,"1,216.10"
,11/05/2001,"5,896.77","6,504.85","2,902.43","3,092.13","2,847.60","2,249.93","1,872.67",,,"1,219.56"
,14/05/2001,"5,690.47","6,477.57","2,812.69","3,094.37","2,763.00","2,248.28","1,873.44",,,"1,215.82"
,15/05/2001,"5,842.91","6,484.49","2,878.25","3,097.42","2,824.97","2,249.45","1,875.10",,,"1,214.39"
,16/05/2001,"5,884.03","6,476.69","2,895.36","3,086.29","2,840.73","2,246.29","1,869.24",,,"1,215.13"
,17/05/2001,"5,904.55","6,541.59","2,907.94","3,110.33","2,853.44","2,256.06","1,882.42",,,"1,223.03"
,18/05/2001,"5,914.98","6,582.70","2,914.82","3,118.24","2,860.21","2,264.68","1,887.72",,,"1,225.07"
,21/05/2001,"5,941.59","6,605.20","2,927.51","3,123.86","2,872.39","2,272.22","1,891.74",,,"1,225.03"
,22/05/2001,"5,976.62","6,672.50","2,946.43","3,142.88","2,890.91","2,278.43","1,901.91",,,"1,228.38"
,23/05/2001,"5,897.45","6,663.67","2,912.06","3,139.67","2,858.36","2,280.50","1,900.74",,,"1,228.81"
,24/05/2001,"5,915.91","6,635.83","2,918.33","3,146.56","2,864.51","2,283.00","1,904.47",,,"1,226.35"
,25/05/2001,"5,889.80","6,611.99","2,905.76","3,147.54","2,852.69","2,286.12","1,905.49",,,"1,228.32"
,29/05/2001,"5,863.87","6,605.96","2,894.32","3,144.98","2,841.80","2,290.26","1,905.01",,,"1,227.33"
,30/05/2001,"5,796.85","6,566.70","2,863.36","3,126.35","2,811.93","2,281.53","1,894.59",,,"1,221.22"
,31/05/2001,"5,796.15","6,571.12","2,863.32","3,107.12","2,811.22","2,274.44","1,884.17",,,"1,221.85"
,01/06/2001,"5,809.60","6,599.52","2,870.74","3,104.99","2,818.15","2,278.15","1,883.81",,,"1,221.99"
,04/06/2001,"5,856.50","6,615.68","2,891.74","3,115.17","2,838.33","2,281.44","1,889.25",,,"1,228.00"
,05/06/2001,"5,922.55","6,646.20","2,921.77","3,126.48","2,867.08","2,288.09","1,895.81",,,"1,227.95"
,06/06/2001,"5,901.49","6,652.29","2,913.12","3,139.62","2,859.37","2,291.75","1,902.72",,,"1,228.90"
,07/06/2001,"5,948.30","6,668.32","2,934.08","3,144.60","2,879.33","2,299.14","1,906.41",,,"1,231.09"
,08/06/2001,"5,950.58","6,678.49","2,935.65","3,157.60","2,881.26","2,310.24","1,914.57",,,"1,233.10"
,11/06/2001,"5,860.53","6,630.19","2,894.31","3,153.09","2,842.08","2,312.35","1,912.80",,,"1,226.40"
,12/06/2001,"5,804.01","6,567.09","2,866.45","3,127.10","2,814.87","2,301.05","1,898.41",,,"1,214.55"
,13/06/2001,"5,820.21","6,533.15","2,871.39","3,126.35","2,819.51","2,298.07","1,897.53",,,"1,216.88"
,14/06/2001,"5,752.55","6,453.68","2,837.80","3,108.18","2,787.16","2,290.40","1,887.51",,,"1,208.64"
,15/06/2001,"5,722.97","6,382.23","2,820.97","3,072.79","2,770.04","2,274.15","1,867.77",,,"1,211.49"
,18/06/2001,"5,671.62","6,390.60","2,799.46","3,061.68","2,749.33","2,269.60","1,861.66",,,"1,203.10"
,19/06/2001,"5,680.37","6,411.18","2,804.40","3,055.38","2,753.80","2,275.38","1,859.67",,,"1,197.08"
,20/06/2001,"5,699.58","6,358.93","2,809.60","3,030.42","2,757.89","2,256.47","1,844.42",,,"1,191.72"
,21/06/2001,"5,641.38","6,358.85","2,784.67","3,020.66","2,733.99","2,259.31","1,840.25",,,"1,189.54"
,22/06/2001,"5,665.67","6,340.47","2,794.01","3,012.44","2,742.55","2,256.18","1,835.77",,,"1,192.36"
,25/06/2001,"5,661.88","6,336.94","2,792.17","3,000.42","2,740.42","2,254.03","1,829.64",,,"1,188.50"
,26/06/2001,"5,555.68","6,267.77","2,742.69","2,953.18","2,692.05","2,232.90","1,803.35",,,"1,166.08"
,27/06/2001,"5,607.93","6,274.83","2,765.47","2,940.97","2,713.21","2,223.25","1,795.82",,,"1,163.73"
,28/06/2001,"5,638.41","6,264.40","2,777.92","2,917.12","2,724.21","2,211.88","1,782.42",,,"1,138.06"
,29/06/2001,"5,642.50","6,298.94","2,781.67","2,928.11","2,728.12","2,217.03","1,788.59",,,"1,137.01"
,02/07/2001,"5,716.68","6,289.09","2,812.87","2,929.32","2,757.67","2,219.04","1,789.51",,,"1,132.15"
,03/07/2001,"5,639.91","6,285.80","2,779.80","2,922.65","2,726.17","2,218.38","1,786.21",,,"1,126.07"
,04/07/2001,"5,600.49","6,265.95","2,761.77","2,905.88","2,708.56","2,211.29","1,776.94",,,"1,120.70"
,05/07/2001,"5,549.61","6,201.74","2,736.26","2,862.55","2,683.00","2,193.50","1,753.09",,,"1,107.00"
,06/07/2001,"5,479.24","6,138.25","2,702.44","2,819.88","2,649.60","2,171.68","1,728.86",,,"1,095.95"
,09/07/2001,"5,468.86","6,128.24","2,697.42","2,801.72","2,644.25","2,161.44","1,718.38",,,"1,088.48"
,10/07/2001,"5,467.90","6,154.76","2,698.55","2,807.10","2,645.49","2,161.40","1,720.95",,,"1,088.49"
,11/07/2001,"5,391.86","6,126.12","2,664.32","2,779.70","2,612.21","2,148.20","1,705.53",,,"1,076.91"
,12/07/2001,"5,481.58","6,168.85","2,705.27","2,799.72","2,651.62","2,153.81","1,716.08",,,"1,078.54"
,13/07/2001,"5,536.98","6,163.83","2,728.75","2,799.45","2,673.83","2,153.56","1,715.90",,,"1,077.73"
,16/07/2001,"5,517.12","6,154.85","2,719.72","2,802.55","2,665.38","2,157.12","1,718.01",,,"1,090.98"
,17/07/2001,"5,427.76","6,113.72","2,679.02","2,785.48","2,626.31","2,147.62","1,708.19",,,"1,082.80"
,18/07/2001,"5,404.59","6,079.12","2,667.10","2,774.77","2,614.68","2,140.35","1,701.79",,,"1,085.45"
,19/07/2001,"5,437.43","6,090.98","2,681.87","2,772.03","2,628.57","2,137.09","1,699.91",,,"1,081.62"
,20/07/2001,"5,387.05","6,085.10","2,659.92","2,771.21","2,607.77","2,134.52","1,699.07",,,"1,079.97"
,23/07/2001,"5,405.28","6,069.71","2,666.86","2,770.04","2,614.29","2,131.33","1,697.95",,,"1,076.28"
,24/07/2001,"5,320.16","6,003.28","2,626.53","2,750.88","2,575.50","2,118.93","1,686.62",,,"1,060.16"
,25/07/2001,"5,275.73","5,934.87","2,603.55","2,722.12","2,552.82","2,099.06","1,669.38",,,"1,048.63"
,26/07/2001,"5,286.07","5,933.73","2,607.92","2,714.72","2,556.71","2,085.78","1,663.51",,,"1,043.28"
,27/07/2001,"5,403.10","5,973.40","2,660.41","2,720.59","2,606.58","2,086.52","1,666.45",,,"1,041.23"
,30/07/2001,"5,446.66","6,026.88","2,682.16","2,720.65","2,627.17","2,085.91","1,666.37",,,"1,043.52"
,31/07/2001,"5,529.05","6,082.22","2,720.69","2,729.41","2,663.92","2,092.37","1,671.69",,,"1,041.22"
,01/08/2001,"5,546.93","6,140.48","2,731.69","2,746.52","2,674.89","2,105.12","1,682.11",,,"1,047.53"
,02/08/2001,"5,584.54","6,201.09","2,751.30","2,772.60","2,694.30","2,115.36","1,696.37",,,"1,049.66"
,03/08/2001,"5,547.56","6,198.71","2,735.30","2,776.67","2,679.29","2,115.60","1,698.36",,,"1,056.10"
,06/08/2001,"5,526.43","6,189.33","2,725.69","2,774.01","2,670.11","2,116.15","1,697.18",,,"1,055.25"
,07/08/2001,"5,536.80","6,160.68","2,728.49","2,760.99","2,672.33","2,113.15","1,690.43",,,"1,048.37"
,08/08/2001,"5,476.49","6,125.85","2,700.62","2,755.42","2,645.78","2,109.84","1,687.18",,,"1,044.03"
,09/08/2001,"5,402.93","6,076.90","2,666.27","2,723.26","2,612.22","2,096.65","1,669.48",,,"1,037.05"
,10/08/2001,"5,427.20","6,091.96","2,677.54","2,719.77","2,622.78","2,096.12","1,667.72",,,"1,036.37"
,13/08/2001,"5,431.08","6,101.05","2,679.73","2,718.00","2,624.79","2,099.57","1,667.46",,,"1,036.60"
,14/08/2001,"5,507.77","6,136.73","2,714.66","2,728.68","2,658.20","2,109.72","1,674.35",,,"1,039.14"
,15/08/2001,"5,461.58","6,140.00","2,695.05","2,731.82","2,639.74","2,112.06","1,676.26",,,"1,040.69"
,16/08/2001,"5,389.77","6,132.43","2,663.83","2,728.99","2,610.09","2,112.49","1,674.98",,,"1,042.66"
,17/08/2001,"5,342.13","6,133.16","2,643.45","2,723.17","2,590.61","2,113.59","1,672.37",,,"1,044.09"
,20/08/2001,"5,357.45","6,136.58","2,650.21","2,718.84","2,596.87","2,114.57","1,670.47",,,"1,042.84"
,21/08/2001,"5,430.31","6,162.96","2,682.97","2,729.93","2,628.24","2,118.06","1,676.39",,,"1,039.98"
,22/08/2001,"5,408.67","6,159.84","2,673.51","2,730.05","2,619.29","2,119.19","1,676.64",,,"1,038.01"
,23/08/2001,"5,396.53","6,162.93","2,668.48","2,723.06","2,614.30","2,121.26","1,673.64",,,"1,040.46"
,24/08/2001,"5,471.88","6,178.77","2,701.70","2,728.81","2,645.93","2,120.71","1,676.31",,,"1,040.44"
,28/08/2001,"5,434.65","6,174.12","2,685.47","2,728.53","2,630.57","2,121.79","1,676.36",,,"1,041.17"
,29/08/2001,"5,417.64","6,158.42","2,677.28","2,725.20","2,622.70","2,116.67","1,673.88",,,"1,037.58"
,30/08/2001,"5,332.67","6,117.14","2,638.48","2,717.23","2,585.71","2,115.31","1,669.81",,,"1,033.90"
,31/08/2001,"5,344.97","6,116.30","2,643.70","2,702.18","2,590.17","2,106.78","1,661.11",,,"1,027.30"
,03/09/2001,"5,312.12","6,082.69","2,627.68","2,686.71","2,574.50","2,099.11","1,652.35",,,"1,020.66"
,04/09/2001,"5,379.62","6,091.12","2,657.10","2,686.77","2,602.35","2,098.40","1,652.26",,,"1,018.64"
,05/09/2001,"5,316.05","6,039.80","2,626.89","2,672.52","2,573.29","2,090.78","1,644.10",,,"1,008.19"
,06/09/2001,"5,204.33","5,946.12","2,573.60","2,626.35","2,521.36","2,069.85","1,618.29",,,994.70
,07/09/2001,"5,070.29","5,860.71","2,511.23","2,593.89","2,461.26","2,049.13","1,599.12",,,983.72
,10/09/2001,"5,033.68","5,750.03","2,489.21","2,537.44","2,438.59","2,004.22","1,564.26",,,956.99
,11/09/2001,"4,745.98","5,599.43","2,357.05","2,475.97","2,311.48","1,974.57","1,529.60",,,937.30
,12/09/2001,"4,882.12","5,521.18","2,411.11","2,402.91","2,360.30","1,908.49","1,483.13",,,907.89
,13/09/2001,"4,943.61","5,556.64","2,439.54","2,414.93","2,387.61","1,912.90","1,489.67",,,909.21
,14/09/2001,"4,755.75","5,456.98","2,353.16","2,394.84","2,305.18","1,905.65","1,478.76",,,905.87
,17/09/2001,"4,898.85","5,360.01","2,409.14","2,352.36","2,356.82","1,882.64","1,454.38",,,899.28
,18/09/2001,"4,848.70","5,263.03","2,382.09","2,309.69","2,329.83","1,864.04","1,430.68",,,890.37
,19/09/2001,"4,721.69","5,177.65","2,322.67","2,266.14","2,272.17","1,838.04","1,405.27",,,878.18
,20/09/2001,"4,556.90","4,994.37","2,241.46","2,162.04","2,191.93","1,775.57","1,344.49",,,849.13
