,Date,FTSE 100,FTSE 250,FTSE 350,FTSE SmallCap,FTSE AllShare,FTSE Fledgling,FTSE AllSmall,FTSE AIM UK 50 Index,FTSE AIM 100 INDEX,FTSE AIM All-Share
,20/10/1997,"5,211.02","4,908.48","2,511.08","2,397.97","2,454.50","1,309.40",,,,"1,013.33"
,21/10/1997,"5,225.91","4,918.57","2,517.87","2,402.14","2,460.98","1,310.92",,,,"1,013.69"
,22/10/1997,"5,148.76","4,916.56","2,487.68","2,405.45","2,433.62","1,311.73",,,,"1,013.76"
,23/10/1997,"4,991.47","4,826.98","2,417.67","2,377.47","2,367.80","1,295.88",,,,"1,010.47"
,24/10/1997,"4,970.20","4,836.70","2,410.36","2,380.44","2,361.32","1,297.01",,,,"1,011.41"
,27/10/1997,"4,840.72","4,767.57","2,353.20","2,362.91","2,307.92","1,287.91",,,,"1,008.71"
,28/10/1997,"4,755.39","4,528.37","2,296.37","2,257.47","2,248.95","1,225.22",,,,965.91
,30/10/1997,"4,801.92","4,623.96","2,323.91","2,305.55","2,277.32","1,258.30",,,,983.70
,31/10/1997,"4,842.33","4,643.23","2,341.53","2,312.25","2,293.87","1,261.68",,,,986.63
,03/11/1997,"4,906.39","4,663.55","2,368.43","2,320.24","2,318.98","1,267.68",,,,989.38
,04/11/1997,"4,897.43","4,674.82","2,366.07","2,321.70","2,316.92","1,271.28",,,,991.54
,05/11/1997,"4,908.32","4,686.78","2,371.48","2,325.30","2,322.11","1,272.87",,,,995.12
,06/11/1997,"4,863.79","4,680.41","2,353.55","2,322.91","2,305.56","1,273.97",,,,995.78
,07/11/1997,"4,764.35","4,638.51","2,310.75","2,307.93","2,265.46","1,264.97",,,,993.19
,10/11/1997,"4,806.75","4,640.81","2,327.46","2,310.61","2,280.91","1,264.31",,,,992.83
,11/11/1997,"4,793.72","4,635.56","2,321.88","2,309.68","2,275.74","1,263.03",,,,989.52
,12/11/1997,"4,720.37","4,581.11","2,287.98","2,291.83","2,243.58","1,254.52",,,,986.14
,13/11/1997,"4,711.00","4,563.33","2,282.58","2,288.62","2,238.43","1,251.84",,,,986.34
,14/11/1997,"4,741.83","4,586.55","2,296.86","2,286.59","2,251.34","1,252.26",,,,985.67
,17/11/1997,"4,867.03","4,625.77","2,349.40","2,288.08","2,299.43","1,255.33",,,,984.11
,18/11/1997,"4,845.37","4,623.40","2,340.74","2,279.99","2,290.99","1,251.07",,,,983.00
,19/11/1997,"4,830.11","4,630.33","2,335.50","2,275.63","2,285.91","1,249.11",,,,983.83
,20/11/1997,"4,908.43","4,642.30","2,367.12","2,274.70","2,314.73","1,249.44",,,,982.94
,21/11/1997,"4,985.82","4,665.70","2,399.52","2,279.01","2,344.62","1,253.00",,,,981.44
,24/11/1997,"4,898.64","4,645.72","2,363.66","2,266.05","2,310.99","1,244.39",,,,975.67
,25/11/1997,"4,863.53","4,631.32","2,348.59","2,260.89","2,296.88","1,237.95",,,,972.25
,26/11/1997,"4,891.20","4,651.81","2,361.37","2,266.09","2,308.90","1,237.58",,,,969.93
,27/11/1997,"4,889.01","4,658.26","2,361.16","2,269.98","2,308.97","1,237.91",,,,967.71
,28/11/1997,"4,831.77","4,656.71","2,338.76","2,272.15","2,288.64","1,240.15",,,,967.55
,01/12/1997,"4,921.78","4,657.63","2,373.83","2,273.13","2,320.76","1,241.28",,,,967.06
,02/12/1997,"4,977.59","4,668.37","2,396.58","2,275.01","2,341.68","1,243.62",,,,970.63
,03/12/1997,"4,970.65","4,692.39","2,396.26","2,278.94","2,341.65","1,244.50",,,,969.10
,04/12/1997,"5,082.32","4,724.54","2,442.84","2,291.42","2,385.05","1,247.63",,,,970.58
,05/12/1997,"5,142.91","4,751.28","2,469.03","2,296.50","2,409.33","1,248.53",,,,975.93
,08/12/1997,"5,187.41","4,780.98","2,489.27","2,304.29","2,428.34","1,251.62",,,,978.26
,09/12/1997,"5,177.06","4,781.64","2,485.31","2,305.59","2,424.81","1,252.86",,,,976.83
,10/12/1997,"5,130.67","4,769.28","2,466.04","2,305.10","2,407.16","1,252.25",,,,970.67
,11/12/1997,"5,035.87","4,753.75","2,427.65","2,298.82","2,371.64","1,249.89",,,,973.67
,12/12/1997,"5,045.22","4,757.92","2,431.69","2,300.55","2,375.46","1,253.03",,,,974.80
,15/12/1997,"5,121.83","4,762.96","2,461.99","2,299.93","2,403.11","1,253.93",,,,974.15
,16/12/1997,"5,203.44","4,757.03","2,493.14","2,298.81","2,431.52","1,255.17",,,,973.66
,17/12/1997,"5,190.84","4,756.26","2,488.16","2,300.46","2,427.06","1,254.29",,,,971.48
,18/12/1997,"5,168.30","4,735.83","2,477.37","2,301.58","2,417.28","1,252.91",,,,974.79
,19/12/1997,"5,020.16","4,705.07","2,416.61","2,295.05","2,361.28","1,248.03",,,,977.12
,22/12/1997,"5,018.18","4,701.79","2,415.51","2,292.34","2,360.10","1,246.20",,,,978.34
,23/12/1997,"5,049.76","4,706.28","2,428.26","2,291.33","2,371.69","1,247.90",,,,979.39
,24/12/1997,"5,013.89","4,698.10","2,413.46","2,289.99","2,358.07","1,250.11",,,,980.64
,29/12/1997,"5,112.44","4,732.17","2,455.25","2,296.75","2,396.74","1,253.72",,,,986.46
,30/12/1997,"5,132.35","4,768.10","2,466.51","2,307.36","2,407.74","1,259.37",,,,989.92
,31/12/1997,"5,135.54","4,787.65","2,469.66","2,313.25","2,411.00","1,262.68",,,,991.97
,02/01/1998,"5,193.52","4,808.26","2,494.29","2,320.18","2,433.96","1,265.77",,,,995.89
,05/01/1998,"5,262.46","4,828.66","2,523.19","2,328.52","2,460.90","1,267.98",,,,997.90
,06/01/1998,"5,264.42","4,858.91","2,526.89","2,335.31","2,464.74","1,271.48",,,,998.99
,07/01/1998,"5,224.07","4,869.12","2,512.12","2,338.38","2,451.46","1,271.81",,,,991.36
,08/01/1998,"5,237.13","4,880.00","2,518.28","2,345.17","2,457.54","1,273.95",,,,991.05
,09/01/1998,"5,138.32","4,864.62","2,478.21","2,348.18","2,421.15","1,273.92",,,,989.41
,12/01/1998,"5,068.75","4,799.65","2,444.74","2,329.23","2,389.32","1,266.25",,,,981.57
,13/01/1998,"5,083.89","4,816.46","2,452.29","2,340.11","2,396.94","1,272.09",,,,980.29
,14/01/1998,"5,106.88","4,823.35","2,461.93","2,350.15","2,406.42","1,277.00",,,,979.98
,15/01/1998,"5,165.82","4,816.30","2,484.25","2,349.96","2,426.80","1,276.69",,,,978.44
,16/01/1998,"5,263.13","4,812.63","2,521.88","2,356.01","2,461.58","1,281.04",,,,977.93
,19/01/1998,"5,273.61","4,832.76","2,527.92","2,362.56","2,467.54","1,285.97",,,,977.51
,20/01/1998,"5,278.23","4,820.92","2,528.58","2,362.20","2,468.11","1,285.63",,,,980.20
,21/01/1998,"5,272.29","4,825.79","2,526.74","2,364.20","2,466.56","1,286.63",,,,979.02
,22/01/1998,"5,253.13","4,813.32","2,518.04","2,358.61","2,458.25","1,284.15",,,,976.77
,23/01/1998,"5,181.43","4,806.94","2,489.44","2,357.20","2,432.02","1,283.39",,,,976.05
,26/01/1998,"5,237.22","4,794.70","2,510.03","2,359.84","2,451.00","1,284.63",,,,975.82
,27/01/1998,"5,326.31","4,789.17","2,544.27","2,356.52","2,482.06","1,283.64",,,,976.89
,28/01/1998,"5,372.62","4,819.14","2,565.26","2,360.69","2,501.51","1,286.18",,,,975.05
,29/01/1998,"5,422.37","4,838.28","2,586.54","2,368.19","2,521.45","1,288.92",,,,974.94
,30/01/1998,"5,458.46","4,861.48","2,602.88","2,372.68","2,536.68","1,292.70",,,,973.61
,02/02/1998,"5,598.97","4,878.37","2,659.35","2,384.66","2,589.06","1,298.51",,,,975.07
,03/02/1998,"5,612.77","4,915.91","2,668.39","2,388.60","2,597.58","1,299.17",,,,981.17
,04/02/1998,"5,595.76","4,935.80","2,663.69","2,393.22","2,593.59","1,298.25",,,,983.79
,05/02/1998,"5,606.37","4,956.05","2,669.80","2,403.31","2,599.85","1,303.57",,,,986.85
,06/02/1998,"5,629.69","4,970.45","2,680.30","2,410.63","2,609.93","1,307.68",,,,988.10
,09/02/1998,"5,600.86","4,978.34","2,669.82","2,416.69","2,600.77","1,310.71",,,,990.80
,10/02/1998,"5,613.27","4,987.00","2,675.50","2,419.91","2,606.18","1,313.73",,,,994.79
,11/02/1998,"5,607.94","4,991.53","2,673.87","2,423.88","2,604.95","1,315.58",,,,998.07
,12/02/1998,"5,552.53","4,983.95","2,651.51","2,425.11","2,584.61","1,316.29",,,,998.90
,13/02/1998,"5,582.34","4,990.22","2,663.75","2,426.00","2,595.85","1,317.41",,,,"1,001.91"
,16/02/1998,"5,619.92","4,991.94","2,678.58","2,425.76","2,609.38","1,320.89",,,,"1,002.15"
,17/02/1998,"5,709.46","5,007.81","2,715.06","2,429.54","2,642.95","1,325.39",,,,"1,001.92"
,18/02/1998,"5,723.42","5,014.99","2,721.21","2,432.74","2,648.77","1,327.65",,,,"1,002.55"
,19/02/1998,"5,718.48","5,017.18","2,719.49","2,433.22","2,647.24","1,330.20",,,,"1,002.40"
,20/02/1998,"5,751.62","5,029.71","2,733.64","2,438.01","2,660.48","1,331.84",,,,"1,005.20"
,23/02/1998,"5,702.81","5,044.81","2,716.07","2,445.53","2,644.95","1,336.63",,,,"1,005.32"
,24/02/1998,"5,650.99","5,041.87","2,695.57","2,442.34","2,626.01","1,336.20",,,,"1,004.00"
,25/02/1998,"5,745.10","5,071.83","2,735.20","2,447.66","2,662.56","1,341.82",,,,"1,006.17"
,26/02/1998,"5,764.84","5,132.34","2,748.79","2,457.60","2,675.64","1,345.86",,,,"1,003.78"
,27/02/1998,"5,767.31","5,201.05","2,756.44","2,469.19","2,683.40","1,353.03",,,,"1,006.45"
,02/03/1998,"5,820.57","5,254.57","2,782.43","2,479.22","2,707.81","1,358.76",,,,"1,010.27"
,03/03/1998,"5,807.68","5,281.37","2,780.01","2,484.72","2,705.97","1,360.28",,,,"1,014.72"
,04/03/1998,"5,733.08","5,268.75","2,749.67","2,488.82","2,678.55","1,360.61",,,,"1,013.16"
,05/03/1998,"5,695.61","5,227.83","2,731.06","2,482.06","2,661.11","1,358.63",,,,"1,013.07"
,06/03/1998,"5,782.92","5,250.63","2,767.35","2,490.10","2,694.78","1,362.28",,,,"1,012.32"
,09/03/1998,"5,818.87","5,257.89","2,782.09","2,501.40","2,709.00","1,366.43",,,,"1,011.65"
,10/03/1998,"5,828.49","5,286.76","2,788.65","2,511.04","2,715.64","1,369.84",,,,"1,015.84"
,11/03/1998,"5,829.80","5,316.76","2,792.07","2,523.37","2,719.59","1,375.41",,,,"1,017.47"
,12/03/1998,"5,794.84","5,336.94","2,780.38","2,536.45","2,709.79","1,379.66",,,,"1,021.98"
,13/03/1998,"5,782.32","5,357.63","2,777.49","2,554.85","2,708.38","1,385.74",,,,"1,031.47"
,16/03/1998,"5,785.11","5,367.77","2,779.56","2,559.92","2,710.61","1,391.57",,,,"1,042.35"
,17/03/1998,"5,834.90","5,403.13","2,802.43","2,565.27","2,731.86","1,392.74",,,,"1,046.04"
,18/03/1998,"5,903.58","5,424.91","2,831.37","2,575.61","2,758.99","1,395.90",,,,"1,046.96"
,19/03/1998,"5,997.92","5,466.43","2,872.25","2,590.39","2,797.33","1,400.09",,,,"1,046.90"
,20/03/1998,"5,956.28","5,516.05","2,860.78","2,607.93","2,788.02","1,405.06",,,,"1,050.45"
,23/03/1998,"5,947.04","5,525.54","2,858.09","2,610.47","2,785.72","1,410.54",,,,"1,058.99"
,24/03/1998,"5,983.73","5,523.34","2,872.21","2,613.81","2,798.85","1,410.32",,,,"1,059.48"
,25/03/1998,"5,967.85","5,544.36","2,868.04","2,626.15","2,795.85","1,414.27",,,,"1,058.75"
,26/03/1998,"5,905.58","5,515.41","2,840.92","2,630.70","2,771.33","1,412.08",,,,"1,058.35"
,27/03/1998,"5,939.33","5,533.18","2,855.82","2,637.88","2,785.44","1,415.27",,,,"1,061.32"
,30/03/1998,"5,911.93","5,528.33","2,844.65","2,634.40","2,774.99","1,413.40",,,,"1,060.02"
,31/03/1998,"5,932.22","5,525.43","2,852.29","2,629.54","2,781.66","1,410.60",,,,"1,059.15"
,01/04/1998,"6,017.57","5,534.77","2,886.54","2,634.68","2,813.33","1,409.88",,,,"1,059.40"
,02/04/1998,"6,052.80","5,544.80","2,901.27","2,637.29","2,826.98","1,410.79",,,,"1,063.64"
,03/04/1998,"6,064.20","5,557.59","2,906.96","2,640.09","2,832.37","1,411.12",,,,"1,068.87"
,06/04/1998,"6,105.79","5,558.43","2,923.29","2,636.38","2,847.07","1,410.97",,,,"1,065.06"
,07/04/1998,"6,093.97","5,547.59","2,917.62","2,635.58","2,841.83","1,411.34",,,,"1,059.70"
,08/04/1998,"6,055.16","5,521.09","2,899.89","2,631.32","2,825.34","1,408.50",,,,"1,058.64"
,09/04/1998,"6,105.52","5,529.27","2,920.36","2,634.28","2,844.25","1,410.30",,,,"1,063.17"
,14/04/1998,"6,104.08","5,541.78","2,921.01","2,636.28","2,844.98","1,411.94",,,,"1,063.29"
,15/04/1998,"6,074.09","5,545.95","2,909.70","2,636.46","2,834.64","1,410.00",,,,"1,066.07"
,16/04/1998,"6,002.03","5,536.81","2,880.66","2,630.34","2,807.68","1,408.49",,,,"1,066.28"
,17/04/1998,"5,922.22","5,519.24","2,847.79","2,623.68","2,777.16","1,405.75",,,,"1,066.71"
,20/04/1998,"5,954.14","5,526.94","2,861.00","2,627.10","2,789.47","1,408.88",,,,"1,069.24"
,21/04/1998,"5,955.01","5,543.41","2,862.94","2,630.99","2,791.50","1,409.10",,,,"1,068.64"
,22/04/1998,"5,931.15","5,570.50","2,856.24","2,634.14","2,785.58","1,411.69",,,,"1,075.47"
,23/04/1998,"5,898.06","5,604.45","2,846.60","2,639.29","2,777.09","1,414.54",,,,"1,077.26"
,24/04/1998,"5,863.93","5,600.35","2,832.87","2,641.55","2,764.67","1,417.34",,,,"1,076.28"
,27/04/1998,"5,722.42","5,563.96","2,774.07","2,626.61","2,709.89","1,411.91",,,,"1,073.56"
,28/04/1998,"5,806.63","5,567.87","2,807.38","2,628.52","2,740.51","1,411.09",,,,"1,070.38"
,29/04/1998,"5,833.09","5,568.87","2,817.83","2,633.85","2,750.41","1,412.10",,,,"1,074.41"
,30/04/1998,"5,928.35","5,610.80","2,859.12","2,645.87","2,788.99","1,415.50",,,,"1,080.10"
,01/05/1998,"6,010.32","5,652.97","2,895.24","2,656.93","2,822.77","1,423.83",,,,"1,083.66"
,05/05/1998,"5,986.46","5,682.27","2,888.73","2,665.32","2,817.36","1,430.90",,,,"1,090.18"
,06/05/1998,"5,992.44","5,705.37","2,893.30","2,676.06","2,822.24","1,434.69",,,,"1,089.13"
,07/05/1998,"5,937.95","5,702.67","2,871.73","2,685.86","2,803.13","1,438.39",,,,"1,091.26"
,08/05/1998,"5,969.78","5,741.06","2,887.87","2,704.61","2,819.13","1,449.03",,,,"1,096.44"
,11/05/1998,"6,028.26","5,772.37","2,913.76","2,728.87","2,844.40","1,458.58",,,,"1,098.33"
,12/05/1998,"5,956.66","5,779.67","2,886.46","2,739.15","2,820.09","1,464.77",,,,"1,101.98"
,13/05/1998,"5,972.86","5,788.92","2,893.69","2,743.73","2,827.00","1,469.29",,,,"1,102.88"
,14/05/1998,"5,948.45","5,795.58","2,884.79","2,749.16","2,819.21","1,473.91",,,,"1,109.18"
,15/05/1998,"5,917.78","5,797.80","2,873.01","2,749.15","2,808.43","1,477.31",,,,"1,108.22"
,18/05/1998,"5,826.22","5,792.51","2,836.70","2,751.54","2,775.35","1,483.00",,,,"1,116.02"
,19/05/1998,"5,877.77","5,795.24","2,857.12","2,760.49","2,794.62","1,486.63",,,,"1,117.48"
,20/05/1998,"5,907.37","5,825.47","2,871.61","2,774.33","2,808.79","1,493.51",,,,"1,125.48"
,21/05/1998,"5,935.62","5,854.51","2,885.46","2,782.27","2,821.98","1,501.07",,,,"1,128.83"
,22/05/1998,"5,955.56","5,897.85","2,897.41","2,788.36","2,833.31","1,508.46",,,,"1,133.02"
,26/05/1998,"5,970.70","5,920.88","2,905.54","2,792.73","2,841.04","1,511.03",,,,"1,138.19"
,27/05/1998,"5,870.21","5,880.83","2,862.32","2,773.18","2,800.20","1,501.18",,,,"1,136.67"
,28/05/1998,"5,862.31","5,898.54","2,860.92","2,769.58","2,798.68","1,501.28",,,,"1,138.54"
,29/05/1998,"5,870.72","5,901.41","2,864.49","2,773.12","2,802.18","1,505.45",,,,"1,133.53"
,01/06/1998,"5,837.88","5,898.93","2,851.38","2,761.81","2,789.45","1,502.33",,,,"1,131.53"
,02/06/1998,"5,842.34","5,897.60","2,853.01","2,762.54","2,790.99","1,501.84",,,,"1,135.09"
,03/06/1998,"5,898.42","5,920.43","2,877.21","2,769.05","2,813.58","1,505.92",,,,"1,137.87"
,04/06/1998,"5,860.78","5,921.65","2,862.53","2,767.32","2,800.01","1,505.51",,,,"1,139.37"
,05/06/1998,"5,947.25","5,934.62","2,897.75","2,775.34","2,832.79","1,508.06",,,,"1,144.55"
,08/06/1998,"6,037.81","5,960.32","2,935.77","2,782.68","2,868.09","1,516.46",,,,"1,146.88"
,09/06/1998,"6,019.84","5,966.57","2,929.29","2,787.08","2,862.45","1,517.11",,,,"1,142.71"
,10/06/1998,"5,987.40","5,936.87","2,913.74","2,781.40","2,847.83","1,515.98",,,,"1,140.52"
,11/06/1998,"5,852.49","5,917.01","2,858.84","2,767.38","2,796.64","1,511.51",,,,"1,137.87"
,12/06/1998,"5,769.84","5,861.21","2,821.08","2,756.00","2,761.31","1,502.72",,,,"1,133.86"
,15/06/1998,"5,715.67","5,750.03","2,789.30","2,730.84","2,730.58","1,489.31",,,,"1,128.84"
,16/06/1998,"5,729.68","5,703.51","2,790.42","2,708.61","2,730.19","1,475.02",,,,"1,122.20"
,17/06/1998,"5,832.68","5,683.91","2,829.07","2,712.16","2,765.85","1,478.36",,,,"1,122.30"
,18/06/1998,"5,812.13","5,659.25","2,818.66","2,709.13","2,756.12","1,479.82",,,,"1,123.61"
,19/06/1998,"5,748.07","5,598.52","2,787.75","2,694.84","2,726.87","1,470.83",,,,"1,119.55"
,22/06/1998,"5,712.45","5,561.94","2,770.30","2,661.40","2,708.74","1,456.38",,,,"1,110.73"
,23/06/1998,"5,772.01","5,510.36","2,788.85","2,624.75","2,723.39","1,439.14",,,,"1,098.29"
,24/06/1998,"5,804.87","5,506.40","2,801.39","2,611.55","2,734.04","1,427.43",,,,"1,090.99"
,25/06/1998,"5,858.95","5,527.66","2,824.65","2,617.51","2,755.73","1,430.58",,,,"1,097.17"
,26/06/1998,"5,877.40","5,522.26","2,831.40","2,618.80","2,762.00","1,433.55",,,,"1,100.68"
,29/06/1998,"5,884.48","5,521.25","2,834.09","2,617.71","2,764.39","1,431.76",,,,"1,101.27"
,30/06/1998,"5,832.55","5,503.85","2,812.03","2,606.44","2,743.46","1,427.86",,,,"1,100.21"
,01/07/1998,"5,919.86","5,534.86","2,849.27","2,600.33","2,777.21","1,426.07",,,,"1,093.33"
,02/07/1998,"5,960.18","5,558.34","2,867.34","2,601.67","2,793.85","1,426.89",,,,"1,094.07"
,03/07/1998,"5,988.41","5,585.69","2,881.02","2,604.51","2,806.57","1,429.86",,,,"1,096.97"
,06/07/1998,"5,990.32","5,588.53","2,882.04","2,598.64","2,807.13","1,426.49",,,,"1,094.96"
,07/07/1998,"6,003.37","5,603.29","2,888.56","2,594.92","2,812.87","1,420.95",,,,"1,094.33"
,08/07/1998,"6,009.61","5,621.99","2,892.77","2,589.55","2,816.40","1,417.07",,,,"1,089.14"
,09/07/1998,"5,969.70","5,633.31","2,878.13","2,586.79","2,802.80","1,416.80",,,,"1,090.21"
,10/07/1998,"5,929.70","5,628.77","2,861.97","2,578.91","2,787.48","1,413.63",,,,"1,097.40"
,13/07/1998,"5,958.21","5,637.97","2,874.05","2,576.62","2,798.41","1,413.14",,,,"1,097.45"
,14/07/1998,"6,100.21","5,658.11","2,931.81","2,576.79","2,851.39","1,412.37",,,,"1,095.13"
,15/07/1998,"6,151.49","5,697.66","2,955.70","2,581.56","2,873.60","1,414.48",,,,"1,092.82"
,16/07/1998,"6,116.79","5,697.10","2,941.99","2,583.74","2,861.17","1,414.65",,,,"1,089.05"
,17/07/1998,"6,173.98","5,703.65","2,965.11","2,589.40","2,882.73","1,416.82",,,,"1,088.71"
,20/07/1998,"6,178.97","5,709.19","2,967.60","2,591.96","2,885.17","1,421.45",,,,"1,095.04"
,21/07/1998,"6,132.66","5,703.70","2,948.85","2,589.17","2,867.81","1,419.61",,,,"1,100.05"
,22/07/1998,"5,989.59","5,659.29","2,888.38","2,570.23","2,811.16","1,411.52",,,,"1,103.56"
,23/07/1998,"5,976.16","5,572.94","2,874.99","2,550.02","2,797.60","1,402.21",,,,"1,094.49"
,24/07/1998,"5,892.26","5,520.61","2,837.06","2,520.03","2,760.92","1,389.96",,,,"1,089.50"
,27/07/1998,"5,836.15","5,497.41","2,812.80","2,506.36","2,737.81","1,383.47",,,,"1,079.09"
,28/07/1998,"5,835.85","5,477.01","2,810.76","2,489.91","2,734.91","1,374.49",,,,"1,076.13"
,29/07/1998,"5,844.13","5,448.53","2,811.35","2,460.33","2,733.57","1,356.48",,,,"1,062.83"
,30/07/1998,"5,910.66","5,485.45","2,841.01","2,467.30","2,761.20","1,354.23",,,,"1,059.22"
,31/07/1998,"5,837.05","5,482.70","2,811.77","2,472.52","2,734.72","1,356.56",,,,"1,062.97"
,03/08/1998,"5,809.70","5,447.91","2,797.74","2,460.27","2,721.09","1,348.54",,,,"1,059.29"
,04/08/1998,"5,736.07","5,444.92","2,768.47","2,457.32","2,694.05","1,344.32",,,,"1,059.96"
,05/08/1998,"5,632.50","5,321.52","2,716.14","2,415.15","2,643.40","1,320.05",,,,"1,041.67"
,06/08/1998,"5,594.10","5,310.97","2,700.03","2,413.25","2,628.50","1,320.15",,,,"1,041.78"
,07/08/1998,"5,680.36","5,323.01","2,735.11","2,413.15","2,660.68","1,320.45",,,,"1,043.94"
,10/08/1998,"5,587.59","5,304.70","2,696.88","2,405.56","2,625.13","1,315.40",,,,"1,038.59"
,11/08/1998,"5,432.84","5,202.26","2,626.36","2,367.72","2,558.06","1,292.85",,,,"1,021.25"
,12/08/1998,"5,462.22","5,213.68","2,639.00","2,359.75","2,569.15","1,287.21",,,,"1,012.87"
,13/08/1998,"5,399.45","5,153.97","2,608.69","2,333.09","2,539.67","1,274.08",,,,"1,002.78"
,14/08/1998,"5,455.01","5,182.45","2,633.23","2,333.36","2,562.20","1,278.69",,,,"1,001.02"
,17/08/1998,"5,467.17","5,136.56","2,633.71","2,321.32","2,561.89","1,276.30",,,,992.38
,18/08/1998,"5,648.17","5,159.16","2,707.07","2,319.70","2,629.09","1,280.40",,,,991.48
,19/08/1998,"5,694.26","5,168.12","2,726.06","2,326.90","2,646.95","1,286.82",,,,996.72
,20/08/1998,"5,667.36","5,159.34","2,714.64","2,322.19","2,636.19","1,286.09",,,,998.13
,21/08/1998,"5,477.01","5,074.47","2,631.76","2,298.59","2,558.67","1,275.39",,,,990.59
,24/08/1998,"5,553.66","5,055.98","2,660.20","2,289.31","2,584.18","1,271.21",,,,978.13
,25/08/1998,"5,654.36","5,100.30","2,703.99","2,285.84","2,624.13","1,270.04",,,,977.54
,26/08/1998,"5,545.42","5,023.56","2,653.91","2,251.37","2,576.02","1,254.06",,,,963.24
,27/08/1998,"5,368.50","4,897.93","2,572.49","2,187.44","2,497.31","1,223.71",,,,927.42
,28/08/1998,"5,249.38","4,786.24","2,515.13","2,126.10","2,440.84","1,187.13",,,,898.64
,01/09/1998,"5,169.14","4,627.29","2,468.64","2,047.45","2,393.25","1,140.23",,,,862.81
,02/09/1998,"5,235.85","4,711.98","2,502.84","2,081.25","2,426.75","1,159.89",,,,881.51
,03/09/1998,"5,118.72","4,648.80","2,450.80","2,068.22","2,378.16","1,155.28",,,,871.42
,04/09/1998,"5,167.03","4,663.32","2,471.19","2,069.23","2,396.94","1,155.63",,,,870.82
,07/09/1998,"5,347.03","4,747.09","2,549.91","2,084.92","2,470.19","1,165.19",,,,882.73
,08/09/1998,"5,344.20","4,804.50","2,554.21","2,102.24","2,475.21","1,173.25",,,,881.23
,09/09/1998,"5,311.26","4,811.67","2,541.94","2,112.83","2,464.60","1,179.25",,,,889.38
,10/09/1998,"5,136.57","4,751.77","2,467.62","2,101.45","2,395.67","1,173.86",,,,888.02
,11/09/1998,"5,118.59","4,697.34","2,455.41","2,088.05","2,383.63","1,166.22",,,,888.39
,14/09/1998,"5,268.61","4,736.68","2,518.10","2,093.96","2,441.56","1,169.86",,,,890.28
,15/09/1998,"5,281.73","4,723.28","2,521.99","2,089.92","2,444.89","1,169.86",,,,887.13
,16/09/1998,"5,291.67","4,758.65","2,529.24","2,091.80","2,451.66","1,170.35",,,,886.13
,17/09/1998,"5,132.89","4,687.19","2,460.08","2,072.22","2,386.94","1,159.45",,,,874.05
,18/09/1998,"5,055.58","4,646.78","2,425.87","2,060.97","2,354.83","1,155.62",,,,872.71
,21/09/1998,"4,990.33","4,553.11","2,391.46","2,037.69","2,321.79","1,144.68",,,,859.69
,22/09/1998,"5,103.31","4,572.22","2,437.91","2,036.01","2,364.37","1,142.47",,,,861.77
,23/09/1998,"5,214.68","4,564.25","2,481.25","2,032.59","2,403.97","1,141.28",,,,855.72
,24/09/1998,"5,167.63","4,580.27","2,464.10","2,032.78","2,388.23","1,143.55",,,,859.10
,25/09/1998,"5,061.01","4,528.95","2,417.21","2,011.52","2,343.85","1,134.94",,,,852.43
,28/09/1998,"5,093.53","4,553.02","2,432.28","2,002.59","2,357.15","1,131.13",,,,845.46
,29/09/1998,"5,108.73","4,561.95","2,439.12","1,995.91","2,363.01","1,125.48",,,,837.69
,30/09/1998,"5,064.36","4,544.16","2,419.93","1,986.64","2,344.82","1,117.46",,,,833.84
,01/10/1998,"4,908.19","4,441.25","2,348.71","1,952.83","2,277.32","1,102.64",,,,824.33
,02/10/1998,"4,750.35","4,342.73","2,277.24","1,914.17","2,209.28","1,084.02",,,,810.94
,05/10/1998,"4,648.70","4,304.44","2,233.50","1,864.72","2,166.07","1,060.99",,,,786.28
,06/10/1998,"4,853.97","4,377.41","2,321.42","1,863.93","2,246.79","1,055.62",,,,782.89
,07/10/1998,"4,828.90","4,360.19","2,309.93","1,866.04","2,236.36","1,056.78",,,,783.07
,08/10/1998,"4,698.85","4,251.21","2,248.49","1,838.53","2,178.23","1,048.41",,,,770.42
,09/10/1998,"4,823.39","4,289.03","2,301.24","1,834.49","2,226.45","1,046.17",,,,766.61
,12/10/1998,"5,037.65","4,368.65","2,393.34","1,844.26","2,311.66","1,049.10",,,,768.44
,13/10/1998,"4,990.14","4,389.69","2,376.45","1,846.11","2,296.26","1,049.16",,,,764.02
,14/10/1998,"5,038.43","4,406.31","2,397.09","1,849.41","2,315.42","1,050.96",,,,761.33
,15/10/1998,"5,056.31","4,469.72","2,409.96","1,868.16","2,328.39","1,058.86",,,,762.33
,16/10/1998,"5,133.07","4,563.93","2,448.96","1,911.34","2,366.85","1,076.11",,,,769.13
,19/10/1998,"5,077.53","4,573.81","2,427.88","1,921.34","2,348.10","1,082.71",,,,771.69
,20/10/1998,"5,251.88","4,630.77","2,502.08","1,935.65","2,417.17","1,089.79",,,,771.34
,21/10/1998,"5,206.65","4,638.06","2,484.85","1,940.31","2,401.61","1,092.01",,,,771.33
,22/10/1998,"5,229.94","4,656.00","2,495.71","1,942.56","2,411.73","1,094.02",,,,769.99
,23/10/1998,"5,217.14","4,652.19","2,490.30","1,945.06","2,406.90","1,093.83",,,,766.40
